unit_id	source_id	kind	label	source_location	source_data	route	action	search_key	mapping_hint	mapping_record
FC01-C07-U032	FC01	Definition/construction	scalar-matrix-GL		scalar-matrix-GL	mathlib	reuse	scalar-matrix-GL	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U034	FC01	Definition/construction	group-ring		group-ring	mathlib	reuse	group-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U035	FC01	Convention/notation	group-ring-scalar-element-notation		group-ring-scalar-element-notation	mathlib	reuse	group-ring-scalar-element-notation	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U036	FC01	Construction/comparison	group-ring-basic-properties		group-ring-basic-properties	mathlib	reuse	group-ring-basic-properties	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U038	FC01	Definition/notation	integral-rational-group-ring		integral-rational-group-ring	mathlib	reuse	integral-rational-group-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U040	FC01	Definition	ring-homomorphism		ring-homomorphism	mathlib	reuse	ring-homomorphism	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U041	FC01	Convention	ring-isomorphism-notation		ring-isomorphism-notation	mathlib	reuse	ring-isomorphism-notation	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U044	FC01	Construction	quotient-ring-from-kernel		quotient-ring-from-kernel	mathlib	reuse	quotient-ring-from-kernel	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U045	FC01	Definition/terminology	quotient-ring-kernel-name		quotient-ring-kernel-name	mathlib	reuse	quotient-ring-kernel-name	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U046	FC01	Definition	left-right-two-sided-ideal		left-right-two-sided-ideal	mathlib	reuse	left-right-two-sided-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U047	FC01	Criterion/convention	ideal-criterion-unital		ideal-criterion-unital	mathlib	reuse	ideal-criterion-unital	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U049	FC01	Definition	quotient-ring		quotient-ring	mathlib	reuse	quotient-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U051	FC01	Theorem 7(2)/construction	natural-projection-ring		natural-projection-ring	mathlib	review	natural-projection-ring	partial match / wrong interface	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U052	FC01	Convention/notation	quotient-bar-notation-ring		quotient-bar-notation-ring	mathlib	reuse	quotient-bar-notation-ring	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U053	FC01	Definition	proper-trivial-ideal		proper-trivial-ideal	mathlib	reuse	proper-trivial-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U054	FC01	Definition/notation	reduction-mod-n		reduction-mod-n	mathlib	reuse	reduction-mod-n	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U055	FC01	Reusable construction	evaluation-homomorphism		evaluation-homomorphism	mathlib	reuse	evaluation-homomorphism	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U056	FC01	Reusable construction	matrix-reduction-quotient		matrix-reduction-quotient	mathlib	reuse	matrix-reduction-quotient	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U057	FC01	Definition/construction	augmentation-map-ideal		augmentation-map-ideal	reference-port	port	augmentation-map-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U059	FC01	Reusable construction	coefficient-reduction-polynomials		coefficient-reduction-polynomials	mathlib	reuse	coefficient-reduction-polynomials	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U061	FC01	Definition	ideal-sum-product-power		ideal-sum-product-power	mathlib	review	ideal-sum-product-power	partial match / wrong interface	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U062	FC01	Definition	ideal-generated-by-subset		ideal-generated-by-subset	mathlib	reuse	ideal-generated-by-subset	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U063	FC01	Convention/notation	generated-ideal-shorthand		generated-ideal-shorthand	mathlib	reuse	generated-ideal-shorthand	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U064	FC01	Construction	generated-left-right-ideals		generated-left-right-ideals	mathlib	reuse	generated-left-right-ideals	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U065	FC01	Comparison/notation	principal-ideal-divisibility		principal-ideal-divisibility	mathlib	reuse	principal-ideal-divisibility	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U068	FC01	Reusable construction	augmentation-ideal-generators		augmentation-ideal-generators	reference-port	port	augmentation-ideal-generators	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U071	FC01	Definition/comparison	simple-ring		simple-ring	mathlib	reuse	simple-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U072	FC01	Definition	maximal-ideal		maximal-ideal	mathlib	reuse	maximal-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U075	FC01	Definition	prime-ideal		prime-ideal	mathlib	reuse	prime-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U080	FC01	Construction	localization-equivalence-classes		localization-equivalence-classes	mathlib	reuse	localization-equivalence-classes	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U081	FC01	Construction	localization-arithmetic		localization-arithmetic	mathlib	reuse	localization-arithmetic	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U082	FC01	Construction	localization-embedding		localization-embedding	mathlib	reuse	localization-embedding	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U083	FC01	Definition/notation	ring-field-of-fractions		ring-field-of-fractions	mathlib	reuse	ring-field-of-fractions	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U084	FC01	Definition	subfield-generated		subfield-generated	mathlib	reuse	subfield-generated	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U086	FC01	Definition/construction	rational-function-field		rational-function-field	mathlib	review	rational-function-field	partial match / wrong interface	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U087	FC01	Reusable construction	invert-one-element-localization		invert-one-element-localization	mathlib	reuse	invert-one-element-localization	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U088	FC01	Definition/construction	ring-direct-product		ring-direct-product	mathlib	reuse	ring-direct-product	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U090	FC01	Definition	comaximal-ideals		comaximal-ideals	mathlib	reuse	comaximal-ideals	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U091	FC01	Construction	multiple-ideal-product		multiple-ideal-product	mathlib	reuse	multiple-ideal-product	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C07-U094	FC01	Construction/comparison	units-of-ring-product		units-of-ring-product	mathlib	reuse	units-of-ring-product	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U001	FC01	Definition	norm-domain		norm-domain	mathlib	reuse	norm-domain	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U002	FC01	Definition	euclidean-domain		euclidean-domain	mathlib	review	euclidean-domain	partial match / wrong interface	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U003	FC01	Definition/terminology	euclidean-quotient-remainder		euclidean-quotient-remainder	mathlib	reuse	euclidean-quotient-remainder	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U004	FC01	Construction/algorithm	euclidean-algorithm-general		euclidean-algorithm-general	mathlib	reuse	euclidean-algorithm-general	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U009	FC01	Definition	discrete-valuation		discrete-valuation	mathlib	reuse	discrete-valuation	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U010	FC01	Definition/construction	discrete-valuation-ring		discrete-valuation-ring	mathlib	reuse	discrete-valuation-ring	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U015	FC01	Definition/notation	ring-divisibility-gcd		ring-divisibility-gcd	mathlib	reuse	ring-divisibility-gcd	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U017	FC01	Definition	bezout-domain		bezout-domain	mathlib	reuse	bezout-domain	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U023	FC01	Definition	universal-side-divisor		universal-side-divisor	reference-port	port	universal-side-divisor	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U026	FC01	Definition	principal-ideal-domain		principal-ideal-domain	mathlib	reuse	principal-ideal-domain	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U033	FC01	Definition	dedekind-hasse-norm		dedekind-hasse-norm	reference-port	port	dedekind-hasse-norm	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U036	FC01	Definition	irreducible-prime-associate		irreducible-prime-associate	mathlib	reuse	irreducible-prime-associate	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C08-U040	FC01	Definition	unique-factorization-domain		unique-factorization-domain	mathlib	reuse	unique-factorization-domain	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U001	FC01	Definition/construction recap	polynomial-ring-recap		polynomial-ring-recap	mathlib	reuse	polynomial-ring-recap	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U003	FC01	Definition/recap	rational-functions-recap		rational-functions-recap	mathlib	reuse	rational-functions-recap	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U006	FC01	Reusable construction	coefficient-reduction-mod-n		coefficient-reduction-mod-n	mathlib	reuse	coefficient-reduction-mod-n	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U007	FC01	Definition/construction	multivariable-polynomial-ring		multivariable-polynomial-ring	mathlib	reuse	multivariable-polynomial-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U008	FC01	Definitions/notation	monomial-multidegree-homogeneous		monomial-multidegree-homogeneous	mathlib	reuse	monomial-multidegree-homogeneous	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U009	FC01	Construction	arbitrary-variable-polynomial-ring		arbitrary-variable-polynomial-ring	mathlib	reuse	arbitrary-variable-polynomial-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U030	FC01	Reusable construction/comparison	translation-preserves-irreducibility-example		translation-preserves-irreducibility-example	mathlib	reuse	translation-preserves-irreducibility-example	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U031	FC01	Reusable named construction	prime-cyclotomic-polynomial		prime-cyclotomic-polynomial	mathlib	reuse	prime-cyclotomic-polynomial	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U035	FC01	Definition	root-multiplicity		root-multiplicity	mathlib	reuse	root-multiplicity	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U041	FC01	Definition	noetherian-ring		noetherian-ring	mathlib	reuse	noetherian-ring	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U044	FC01	Definition/construction	lexicographic-monomial-order		lexicographic-monomial-order	mathlib	reuse	lexicographic-monomial-order	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U045	FC01	Definition	monomial-ordering		monomial-ordering	mathlib	reuse	monomial-ordering	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U047	FC01	Definition	leading-term-multidegree		leading-term-multidegree	mathlib	reuse	leading-term-multidegree	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U048	FC01	Definition	leading-term-ideal		leading-term-ideal	mathlib	reuse	leading-term-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U049	FC01	Definition/comparison	monomial-ideal		monomial-ideal	mathlib	reuse	monomial-ideal	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U051	FC01	Definition	groebner-basis		groebner-basis	reference-port	port	groebner-basis	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U052	FC01	Algorithm/construction	general-polynomial-division		general-polynomial-division	mathlib	reuse	general-polynomial-division	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U055	FC01	Definition/construction	S-polynomial		S-polynomial	mathlib	reuse	S-polynomial	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U057	FC01	Definition/notation	remainder-congruence-mod-G		remainder-congruence-mod-G	reference-port	port	remainder-congruence-mod-G	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U060	FC01	Definition/properties	minimal-groebner-basis		minimal-groebner-basis	reference-port	port	minimal-groebner-basis	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U061	FC01	Definition	reduced-groebner-basis		reduced-groebner-basis	reference-port	port	reduced-groebner-basis	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U062	FC01	Construction	reduce-minimal-groebner		reduce-minimal-groebner	reference-port	port	reduce-minimal-groebner	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U067	FC01	Definition/terminology	elimination-theory		elimination-theory	mathlib	reuse	elimination-theory	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U068	FC01	Definition	elimination-ideal		elimination-ideal	mathlib	reuse	elimination-ideal	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C09-U070	FC01	Construction	ideal-sum-product-from-generators		ideal-sum-product-from-generators	mathlib	reuse	ideal-sum-product-from-generators	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U001	FC01	Definition	FC01-C10-U001		FC01-C10-U001	mathlib	review	FC01-C10-U001	partial match / wrong interface	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U002	FC01	Convention	FC01-C10-U002		FC01-C10-U002	mathlib	reuse	FC01-C10-U002	broad match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U004	FC01	Definition	FC01-C10-U004		FC01-C10-U004	mathlib	reuse	FC01-C10-U004	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U005	FC01	Construction	FC01-C10-U005		FC01-C10-U005	mathlib	reuse	FC01-C10-U005	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U006	FC01	Construction	FC01-C10-U006		FC01-C10-U006	mathlib	reuse	FC01-C10-U006	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U011	FC01	Definition	FC01-C10-U011		FC01-C10-U011	mathlib	reuse	FC01-C10-U011	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
FC01-C10-U012	FC01	Definition	FC01-C10-U012		FC01-C10-U012	mathlib	reuse	FC01-C10-U012	exact match	foundational-corpus-mapping-fc01-dummit-foote.md
